ID,Provinsi,KodeKabKot,Y,X1,X2,X3,X4,X5,X6,Z1,Z2,Z3,Z4
4983,18,1806,1,1,37,1,0,1,0,1.422,4.265,16.585,123.361
4984,18,1806,1,0,29,0,0,1,0,1.422,4.265,16.585,123.361
4985,18,1806,1,0,27,0,0,1,1,1.422,4.265,16.585,123.361
4986,18,1806,0,0,16,0,0,1,1,1.422,4.265,16.585,123.361
4987,18,1806,0,1,26,1,0,1,1,1.422,4.265,16.585,123.361
4988,18,1806,0,1,26,1,0,1,1,1.422,4.265,16.585,123.361
4989,18,1806,1,1,24,1,1,1,1,1.422,4.265,16.585,123.361
4990,18,1806,0,1,25,0,1,1,0,1.422,4.265,16.585,123.361
4991,18,1806,0,1,18,0,0,1,0,1.422,4.265,16.585,123.361
4993,18,1806,1,1,43,0,0,1,0,1.422,4.265,16.585,123.361
4994,18,1806,1,1,33,1,0,1,1,1.422,4.265,16.585,123.361
4995,18,1806,1,1,37,0,0,0,1,1.422,4.265,16.585,123.361
4997,18,1806,0,1,23,1,0,1,1,1.422,4.265,16.585,123.361
4998,18,1806,1,1,26,0,0,0,1,1.422,4.265,16.585,123.361
5000,18,1806,1,0,40,1,1,1,1,1.422,4.265,16.585,123.361
5001,18,1806,1,1,28,0,1,1,1,1.422,4.265,16.585,123.361
5002,18,1806,0,1,28,1,0,1,1,1.422,4.265,16.585,123.361
5004,18,1806,1,1,27,1,0,1,1,1.422,4.265,16.585,123.361
5005,18,1806,1,1,25,0,0,0,0,1.422,4.265,16.585,123.361
5007,18,1806,1,1,37,1,0,0,1,1.422,4.265,16.585,123.361
5009,18,1806,1,1,28,0,0,1,0,1.422,4.265,16.585,123.361
5010,18,1807,1,1,24,1,0,1,0,1.267,4.223,18.371,81.719
5012,18,1807,1,1,23,0,1,1,1,1.267,4.223,18.371,81.719
5013,18,1807,1,1,33,0,1,1,0,1.267,4.223,18.371,81.719
5014,18,1807,1,1,26,0,0,0,1,1.267,4.223,18.371,81.719
5016,18,1807,0,1,37,0,0,1,1,1.267,4.223,18.371,81.719
5017,18,1807,0,1,20,0,0,0,1,1.267,4.223,18.371,81.719
5019,18,1807,1,1,22,0,0,1,1,1.267,4.223,18.371,81.719
5020,18,1807,0,1,34,1,0,1,1,1.267,4.223,18.371,81.719
5021,18,1807,1,1,27,1,0,1,1,1.267,4.223,18.371,81.719
5022,18,1807,0,1,21,0,0,1,1,1.267,4.223,18.371,81.719
5023,18,1807,1,1,43,0,1,1,1,1.267,4.223,18.371,81.719
5025,18,1807,1,0,41,0,0,1,1,1.267,4.223,18.371,81.719
5026,18,1807,0,1,21,0,1,0,1,1.267,4.223,18.371,81.719
5027,18,1807,0,1,30,0,0,1,1,1.267,4.223,18.371,81.719
5028,18,1807,0,1,34,0,1,1,1,1.267,4.223,18.371,81.719
5031,18,1807,0,1,21,1,0,1,1,1.267,4.223,18.371,81.719
5034,18,1807,1,1,24,0,0,1,1,1.267,4.223,18.371,81.719
5035,18,1807,1,1,26,0,1,0,0,1.267,4.223,18.371,81.719
5036,18,1807,1,1,37,0,0,1,1,1.267,4.223,18.371,81.719
5037,18,1807,1,1,26,1,0,1,1,1.267,4.223,18.371,81.719
5038,18,1807,0,1,27,0,0,0,1,1.267,4.223,18.371,81.719
5039,18,1807,0,1,28,1,1,1,1,1.267,4.223,18.371,81.719
5040,18,1807,1,1,33,0,1,0,1,1.267,4.223,18.371,81.719
5041,18,1807,0,1,37,0,0,1,1,1.267,4.223,18.371,81.719
5042,18,1807,1,1,21,0,1,0,0,1.267,4.223,18.371,81.719
5043,18,1807,1,1,21,0,0,0,1,1.267,4.223,18.371,81.719
5044,18,1807,1,0,26,1,1,1,1,1.267,4.223,18.371,81.719
5045,18,1807,1,1,24,0,0,1,1,1.267,4.223,18.371,81.719
5046,18,1807,1,1,26,1,1,1,1,1.267,4.223,18.371,81.719
5049,18,1808,1,1,21,0,0,0,1,0.698,4.186,21.162,98.6
5050,18,1808,1,1,32,0,1,1,1,0.698,4.186,21.162,98.6
5051,18,1808,1,1,28,1,0,1,1,0.698,4.186,21.162,98.6
5052,18,1808,1,1,28,1,0,1,1,0.698,4.186,21.162,98.6
5053,18,1808,1,1,21,1,0,1,1,0.698,4.186,21.162,98.6
5054,18,1808,1,1,37,1,1,1,1,0.698,4.186,21.162,98.6
5055,18,1808,1,1,30,0,0,1,1,0.698,4.186,21.162,98.6
5056,18,1808,1,1,19,0,0,0,1,0.698,4.186,21.162,98.6
5057,18,1808,1,1,34,0,0,1,1,0.698,4.186,21.162,98.6
5058,18,1808,1,1,31,0,0,1,1,0.698,4.186,21.162,98.6
5059,18,1808,0,1,26,0,1,1,1,0.698,4.186,21.162,98.6
5060,18,1808,1,1,28,1,1,1,1,0.698,4.186,21.162,98.6
5061,18,1808,1,1,31,0,0,1,1,0.698,4.186,21.162,98.6
5063,18,1808,1,1,35,1,1,1,1,0.698,4.186,21.162,98.6
5066,18,1808,0,1,34,0,1,0,1,0.698,4.186,21.162,98.6
5067,18,1808,1,1,45,0,0,1,1,0.698,4.186,21.162,98.6
5068,18,1808,0,0,42,1,0,1,1,0.698,4.186,21.162,98.6
5069,18,1808,0,0,38,1,0,1,1,0.698,4.186,21.162,98.6
5070,18,1808,0,0,38,1,0,1,1,0.698,4.186,21.162,98.6
5071,18,1808,0,1,27,1,1,1,1,0.698,4.186,21.162,98.6
5072,18,1808,0,1,32,1,0,1,1,0.698,4.186,21.162,98.6
5073,18,1808,1,1,29,0,0,0,1,0.698,4.186,21.162,98.6
5074,18,1808,1,1,43,0,0,1,1,0.698,4.186,21.162,98.6
5075,18,1808,0,0,26,0,1,1,0,0.698,4.186,21.162,98.6
5076,18,1808,0,0,39,0,0,1,1,0.698,4.186,21.162,98.6
5077,18,1808,1,1,30,1,0,1,1,0.698,4.186,21.162,98.6
5078,18,1808,1,1,28,0,0,1,1,0.698,4.186,21.162,98.6
5079,18,1808,1,1,35,1,0,1,1,0.698,4.186,21.162,98.6
5081,18,1808,0,0,20,0,0,0,1,0.698,4.186,21.162,98.6
5082,18,1808,1,1,27,0,0,1,1,0.698,4.186,21.162,98.6
5083,18,1808,1,1,43,1,1,1,1,0.698,4.186,21.162,98.6
5084,18,1808,0,1,24,1,0,1,1,0.698,4.186,21.162,98.6
5086,18,1808,0,1,41,0,1,1,1,0.698,4.186,21.162,98.6
5087,18,1808,1,1,34,0,0,1,1,0.698,4.186,21.162,98.6
5089,18,1808,0,1,40,0,0,1,0,0.698,4.186,21.162,98.6
5090,18,1808,0,1,34,0,0,1,0,0.698,4.186,21.162,98.6
5091,18,1808,0,1,28,0,0,0,0,0.698,4.186,21.162,98.6
5093,18,1808,0,1,28,0,0,1,0,0.698,4.186,21.162,98.6
5094,18,1808,0,1,23,1,0,1,1,0.698,4.186,21.162,98.6
5095,18,1808,0,1,33,0,0,0,0,0.698,4.186,21.162,98.6
5096,18,1808,1,1,29,0,0,1,1,0.698,4.186,21.162,98.6
5097,18,1808,1,1,37,1,1,1,1,0.698,4.186,21.162,98.6
5099,18,1809,0,1,30,1,1,1,1,0.628,2.723,10.472,76.654
5100,18,1809,1,1,34,0,0,0,1,0.628,2.723,10.472,76.654
5101,18,1809,0,1,37,0,0,1,1,0.628,2.723,10.472,76.654
5103,18,1809,0,0,25,1,1,1,1,0.628,2.723,10.472,76.654
5104,18,1809,1,1,31,0,0,1,1,0.628,2.723,10.472,76.654
5105,18,1809,1,1,31,0,0,1,1,0.628,2.723,10.472,76.654
5106,18,1809,0,1,37,0,1,1,1,0.628,2.723,10.472,76.654
5107,18,1809,0,1,35,1,0,1,1,0.628,2.723,10.472,76.654
5108,18,1809,1,1,34,1,0,1,1,0.628,2.723,10.472,76.654
5109,18,1809,1,1,33,1,0,0,0,0.628,2.723,10.472,76.654
5111,18,1809,0,1,35,1,0,1,1,0.628,2.723,10.472,76.654
5113,18,1809,1,1,25,0,0,0,1,0.628,2.723,10.472,76.654
5114,18,1809,1,1,30,1,0,1,1,0.628,2.723,10.472,76.654
5115,18,1809,1,1,26,1,0,0,1,0.628,2.723,10.472,76.654
5116,18,1809,1,1,40,0,0,1,1,0.628,2.723,10.472,76.654
5118,18,1809,0,1,24,1,0,0,0,0.628,2.723,10.472,76.654
5119,18,1809,1,1,34,1,0,0,1,0.628,2.723,10.472,76.654
5122,18,1809,1,1,27,1,1,0,1,0.628,2.723,10.472,76.654
5123,18,1809,1,1,35,0,0,0,1,0.628,2.723,10.472,76.654
5124,18,1809,0,1,37,0,1,0,1,0.628,2.723,10.472,76.654
5125,18,1809,0,1,27,0,0,0,0,0.628,2.723,10.472,76.654
5126,18,1809,1,1,29,0,1,1,1,0.628,2.723,10.472,76.654
5127,18,1809,1,1,38,0,0,0,1,0.628,2.723,10.472,76.654
5128,18,1809,1,1,31,0,0,1,1,0.628,2.723,10.472,76.654
5129,18,1809,1,1,32,1,0,0,1,0.628,2.723,10.472,76.654
5130,18,1809,1,1,26,0,0,1,1,0.628,2.723,10.472,76.654
5131,18,1809,0,1,31,0,0,0,0,0.628,2.723,10.472,76.654
5132,18,1810,1,1,41,0,0,1,1,5.179,3.206,25.896,177.08
5133,18,1810,1,0,22,0,1,1,1,5.179,3.206,25.896,177.08
5134,18,1810,1,1,25,1,1,1,1,5.179,3.206,25.896,177.08
5135,18,1810,1,1,38,0,0,1,1,5.179,3.206,25.896,177.08
5136,18,1810,1,0,34,1,0,1,1,5.179,3.206,25.896,177.08
5138,18,1810,1,1,40,1,1,1,1,5.179,3.206,25.896,177.08
5139,18,1810,1,0,32,1,1,1,1,5.179,3.206,25.896,177.08
5141,18,1810,1,1,37,1,0,1,1,5.179,3.206,25.896,177.08
5142,18,1810,0,0,33,1,0,1,1,5.179,3.206,25.896,177.08
5144,18,1810,0,0,24,0,1,1,1,5.179,3.206,25.896,177.08
5145,18,1810,0,1,21,0,0,0,0,5.179,3.206,25.896,177.08
5146,18,1810,0,1,34,0,0,1,0,5.179,3.206,25.896,177.08
5147,18,1810,0,0,35,1,1,1,1,5.179,3.206,25.896,177.08
5148,18,1810,1,0,32,0,0,1,1,5.179,3.206,25.896,177.08
5149,18,1810,1,0,32,1,0,1,1,5.179,3.206,25.896,177.08
5150,18,1810,0,0,29,1,1,1,1,5.179,3.206,25.896,177.08
5151,18,1810,1,0,27,1,0,1,1,5.179,3.206,25.896,177.08
5153,18,1810,0,1,46,1,0,1,1,5.179,3.206,25.896,177.08
5154,18,1810,0,0,47,1,0,1,1,5.179,3.206,25.896,177.08
5155,18,1810,1,0,41,0,1,1,1,5.179,3.206,25.896,177.08
5156,18,1810,1,0,32,0,1,1,1,5.179,3.206,25.896,177.08
5157,18,1810,1,0,27,1,0,1,1,5.179,3.206,25.896,177.08
5158,18,1810,0,1,35,1,1,1,1,5.179,3.206,25.896,177.08
5159,18,1810,0,1,42,0,0,1,1,5.179,3.206,25.896,177.08
5160,18,1810,1,1,36,0,1,1,1,5.179,3.206,25.896,177.08
5161,18,1810,1,1,37,0,0,1,1,5.179,3.206,25.896,177.08
5162,18,1810,0,1,31,0,0,1,1,5.179,3.206,25.896,177.08
5164,18,1810,1,1,28,0,0,1,1,5.179,3.206,25.896,177.08
5165,18,1810,0,1,41,0,0,1,1,5.179,3.206,25.896,177.08
5166,18,1810,1,1,27,1,1,0,1,5.179,3.206,25.896,177.08
5167,18,1810,0,1,22,0,0,1,1,5.179,3.206,25.896,177.08
5168,18,1810,1,1,35,0,0,1,1,5.179,3.206,25.896,177.08
5169,18,1810,1,1,36,0,0,1,0,5.179,3.206,25.896,177.08
5170,18,1811,1,1,30,0,0,1,0,3.956,5.714,17.142,83.07
5172,18,1811,1,1,22,1,0,1,1,3.956,5.714,17.142,83.07
5174,18,1811,1,1,41,0,0,0,1,3.956,5.714,17.142,83.07
5175,18,1811,0,1,35,1,1,1,1,3.956,5.714,17.142,83.07
5176,18,1811,1,1,32,0,0,1,0,3.956,5.714,17.142,83.07
5177,18,1811,0,1,35,0,0,0,1,3.956,5.714,17.142,83.07
5178,18,1811,1,1,33,0,0,1,1,3.956,5.714,17.142,83.07
5180,18,1811,1,1,33,0,1,1,1,3.956,5.714,17.142,83.07
5182,18,1811,0,1,26,1,1,1,1,3.956,5.714,17.142,83.07
5183,18,1811,0,1,32,0,0,0,1,3.956,5.714,17.142,83.07
5184,18,1811,0,1,25,0,0,0,1,3.956,5.714,17.142,83.07
5186,18,1811,0,1,32,0,0,0,1,3.956,5.714,17.142,83.07
5187,18,1811,0,1,25,0,0,0,1,3.956,5.714,17.142,83.07
5188,18,1811,0,1,19,0,0,1,1,3.956,5.714,17.142,83.07
5189,18,1811,1,1,31,0,0,0,1,3.956,5.714,17.142,83.07
5190,18,1811,0,1,33,0,0,0,1,3.956,5.714,17.142,83.07
5191,18,1811,1,0,25,1,1,1,1,3.956,5.714,17.142,83.07
5194,18,1811,0,1,17,0,0,1,1,3.956,5.714,17.142,83.07
5195,18,1811,1,1,30,1,1,1,1,3.956,5.714,17.142,83.07
5196,18,1811,0,1,25,0,0,1,1,3.956,5.714,17.142,83.07
5197,18,1811,1,1,36,0,1,0,1,3.956,5.714,17.142,83.07
5198,18,1812,0,1,26,0,0,1,1,1.048,5.591,14.677,72.686
5201,18,1812,0,1,22,0,0,1,1,1.048,5.591,14.677,72.686
5203,18,1812,1,1,38,0,0,0,0,1.048,5.591,14.677,72.686
5204,18,1812,1,1,27,1,1,1,1,1.048,5.591,14.677,72.686
5205,18,1812,1,1,45,0,1,1,0,1.048,5.591,14.677,72.686
5206,18,1812,0,1,26,0,1,1,0,1.048,5.591,14.677,72.686
5207,18,1812,1,1,25,0,0,1,1,1.048,5.591,14.677,72.686
5210,18,1812,0,1,41,1,0,1,1,1.048,5.591,14.677,72.686
5211,18,1812,0,1,37,1,1,1,1,1.048,5.591,14.677,72.686
5212,18,1812,0,1,35,0,0,1,0,1.048,5.591,14.677,72.686
5213,18,1812,1,1,34,0,0,1,1,1.048,5.591,14.677,72.686
5214,18,1812,0,1,39,0,1,0,1,1.048,5.591,14.677,72.686
5215,18,1812,1,0,34,1,0,1,1,1.048,5.591,14.677,72.686
5219,18,1812,0,1,33,0,0,1,1,1.048,5.591,14.677,72.686
5220,18,1812,1,1,25,1,0,1,1,1.048,5.591,14.677,72.686
5221,18,1812,1,1,32,0,0,1,0,1.048,5.591,14.677,72.686
5222,18,1812,1,1,33,0,0,1,0,1.048,5.591,14.677,72.686
5223,18,1812,0,1,35,0,0,0,0,1.048,5.591,14.677,72.686
5224,18,1812,0,1,35,1,0,1,0,1.048,5.591,14.677,72.686
5226,18,1812,0,1,33,0,0,0,0,1.048,5.591,14.677,72.686
5227,18,1812,0,0,30,1,1,1,1,1.048,5.591,14.677,72.686
5228,18,1812,1,0,20,0,0,1,0,1.048,5.591,14.677,72.686
5230,18,1812,1,1,40,0,0,1,1,1.048,5.591,14.677,72.686
5231,18,1812,0,1,30,1,0,0,1,1.048,5.591,14.677,72.686
5232,18,1812,0,1,27,1,1,1,1,1.048,5.591,14.677,72.686
5233,18,1812,0,1,26,0,0,1,1,1.048,5.591,14.677,72.686
5234,18,1812,1,1,39,1,1,1,1,1.048,5.591,14.677,72.686
5236,18,1813,1,1,25,0,0,1,0,1.229,6.761,15.366,119.24
5237,18,1813,0,1,24,1,0,0,0,1.229,6.761,15.366,119.24
5238,18,1813,0,1,44,0,0,0,0,1.229,6.761,15.366,119.24
5240,18,1813,0,1,35,1,0,1,0,1.229,6.761,15.366,119.24
5242,18,1813,1,1,27,0,0,1,1,1.229,6.761,15.366,119.24
5244,18,1813,0,1,32,1,1,1,1,1.229,6.761,15.366,119.24
5246,18,1813,0,1,30,0,0,1,1,1.229,6.761,15.366,119.24
5247,18,1813,1,1,29,1,0,1,0,1.229,6.761,15.366,119.24
5249,18,1813,1,1,34,0,0,0,1,1.229,6.761,15.366,119.24
5251,18,1813,0,1,38,0,1,0,1,1.229,6.761,15.366,119.24
5254,18,1813,1,1,31,1,0,1,1,1.229,6.761,15.366,119.24
5255,18,1813,1,1,29,0,1,1,1,1.229,6.761,15.366,119.24
5257,18,1813,1,1,31,0,0,1,1,1.229,6.761,15.366,119.24
5258,18,1813,0,1,30,1,0,1,0,1.229,6.761,15.366,119.24
5259,18,1813,0,1,30,1,0,1,0,1.229,6.761,15.366,119.24
5260,18,1813,0,0,34,0,0,1,1,1.229,6.761,15.366,119.24
5261,18,1813,0,0,31,1,1,1,1,1.229,6.761,15.366,119.24
5266,18,1813,0,1,37,1,1,1,1,1.229,6.761,15.366,119.24
5267,18,1813,1,1,35,1,0,1,1,1.229,6.761,15.366,119.24
5268,18,1813,0,1,30,1,1,1,1,1.229,6.761,15.366,119.24
5269,18,1813,0,0,41,0,1,0,1,1.229,6.761,15.366,119.24
5270,18,1813,1,1,34,0,1,0,1,1.229,6.761,15.366,119.24
5271,18,1813,0,1,38,0,1,1,1,1.229,6.761,15.366,119.24
5273,18,1813,1,1,22,0,0,1,1,1.229,6.761,15.366,119.24
5275,18,1813,0,1,30,1,1,0,1,1.229,6.761,15.366,119.24
5276,18,1813,0,1,21,0,0,1,1,1.229,6.761,15.366,119.24
5278,18,1871,0,0,28,0,0,1,0,0.172,2.659,46.567,256.589
5279,18,1871,0,0,31,0,0,1,1,0.172,2.659,46.567,256.589
5281,18,1871,1,0,35,1,0,1,1,0.172,2.659,46.567,256.589
5282,18,1871,0,0,18,0,1,1,1,0.172,2.659,46.567,256.589
5283,18,1871,0,0,40,1,0,1,1,0.172,2.659,46.567,256.589
5284,18,1871,1,0,27,1,1,1,1,0.172,2.659,46.567,256.589
5285,18,1871,0,0,33,1,1,1,1,0.172,2.659,46.567,256.589
5286,18,1871,1,0,33,1,0,1,1,0.172,2.659,46.567,256.589
5287,18,1871,1,0,29,1,0,1,1,0.172,2.659,46.567,256.589
5288,18,1871,1,0,30,1,0,1,1,0.172,2.659,46.567,256.589
5289,18,1871,1,0,36,1,1,1,1,0.172,2.659,46.567,256.589
5290,18,1871,1,0,22,1,0,1,1,0.172,2.659,46.567,256.589
5291,18,1871,0,0,20,1,0,0,1,0.172,2.659,46.567,256.589
5292,18,1871,0,0,29,1,1,1,1,0.172,2.659,46.567,256.589
5293,18,1871,0,0,29,1,1,1,1,0.172,2.659,46.567,256.589
5298,18,1871,0,0,32,0,0,1,0,0.172,2.659,46.567,256.589
5299,18,1871,0,0,34,0,1,1,1,0.172,2.659,46.567,256.589
5300,18,1871,1,0,44,0,0,1,1,0.172,2.659,46.567,256.589
5301,18,1871,1,0,26,0,1,1,1,0.172,2.659,46.567,256.589
5302,18,1871,1,0,28,1,1,1,1,0.172,2.659,46.567,256.589
5303,18,1871,0,0,29,0,0,1,1,0.172,2.659,46.567,256.589
5305,18,1871,1,1,27,1,1,1,1,0.172,2.659,46.567,256.589
5306,18,1871,1,0,26,1,1,1,1,0.172,2.659,46.567,256.589
5307,18,1871,1,0,29,1,1,1,1,0.172,2.659,46.567,256.589
5308,18,1871,1,0,28,0,0,1,0,0.172,2.659,46.567,256.589
5310,18,1871,0,0,29,1,1,1,1,0.172,2.659,46.567,256.589
5311,18,1871,0,0,36,1,1,1,1,0.172,2.659,46.567,256.589
5313,18,1871,1,0,28,1,0,1,1,0.172,2.659,46.567,256.589
5314,18,1871,0,0,24,1,0,1,1,0.172,2.659,46.567,256.589
5316,18,1871,1,0,27,0,1,1,1,0.172,2.659,46.567,256.589
5317,18,1871,1,0,28,1,0,1,1,0.172,2.659,46.567,256.589
5318,18,1871,0,0,37,1,1,1,1,0.172,2.659,46.567,256.589
5320,18,1872,0,0,39,1,1,1,1,0.593,6.521,77.664,591.074
5323,18,1872,0,0,27,1,0,1,1,0.593,6.521,77.664,591.074
5324,18,1872,1,0,30,1,1,1,1,0.593,6.521,77.664,591.074
5325,18,1872,0,0,25,1,1,1,1,0.593,6.521,77.664,591.074
5326,18,1872,0,0,26,1,1,1,1,0.593,6.521,77.664,591.074
5327,18,1872,1,0,21,0,0,1,1,0.593,6.521,77.664,591.074
5328,18,1872,0,0,30,0,0,1,1,0.593,6.521,77.664,591.074
5330,18,1872,1,1,21,1,0,1,1,0.593,6.521,77.664,591.074
5331,18,1872,1,0,24,1,0,1,1,0.593,6.521,77.664,591.074
5333,18,1872,0,0,33,1,1,1,1,0.593,6.521,77.664,591.074
5337,18,1872,1,0,21,0,1,1,1,0.593,6.521,77.664,591.074
5338,18,1872,0,0,34,1,0,1,1,0.593,6.521,77.664,591.074
5340,18,1872,0,0,35,1,0,1,1,0.593,6.521,77.664,591.074
5342,18,1872,1,1,33,1,0,1,1,0.593,6.521,77.664,591.074
5343,18,1872,1,0,33,1,1,1,1,0.593,6.521,77.664,591.074
5344,18,1872,1,0,41,1,1,1,1,0.593,6.521,77.664,591.074
5345,18,1872,1,0,20,0,0,1,1,0.593,6.521,77.664,591.074
5346,18,1872,0,0,29,0,1,1,1,0.593,6.521,77.664,591.074
5347,18,1872,1,0,28,0,0,1,1,0.593,6.521,77.664,591.074
5348,18,1872,1,0,30,1,0,1,1,0.593,6.521,77.664,591.074
5349,18,1872,1,0,23,1,0,1,1,0.593,6.521,77.664,591.074
5351,18,1872,1,0,35,1,1,1,1,0.593,6.521,77.664,591.074
5353,19,1901,0,0,37,1,0,1,1,2.145,3.678,53.325,257.738
5356,19,1901,0,0,16,0,0,1,1,2.145,3.678,53.325,257.738
5357,19,1901,1,0,23,0,1,1,1,2.145,3.678,53.325,257.738
5358,19,1901,1,1,34,0,0,1,1,2.145,3.678,53.325,257.738
5359,19,1901,1,0,24,1,0,1,1,2.145,3.678,53.325,257.738
5361,19,1901,1,0,34,0,1,1,1,2.145,3.678,53.325,257.738
5362,19,1901,0,1,21,0,0,1,1,2.145,3.678,53.325,257.738
5363,19,1901,1,1,20,1,1,1,1,2.145,3.678,53.325,257.738
5364,19,1901,0,0,29,1,0,1,1,2.145,3.678,53.325,257.738
5366,19,1901,1,0,32,1,1,1,1,2.145,3.678,53.325,257.738
5367,19,1901,1,0,44,1,1,1,1,2.145,3.678,53.325,257.738
5368,19,1901,1,0,38,1,0,1,1,2.145,3.678,53.325,257.738
5369,19,1901,1,1,30,0,0,1,1,2.145,3.678,53.325,257.738
5372,19,1901,0,1,18,0,0,1,1,2.145,3.678,53.325,257.738
5376,19,1901,1,1,18,0,0,1,1,2.145,3.678,53.325,257.738
5378,19,1901,1,1,26,1,0,1,1,2.145,3.678,53.325,257.738
5379,19,1901,0,1,40,0,1,1,1,2.145,3.678,53.325,257.738
5380,19,1901,0,1,27,1,1,1,1,2.145,3.678,53.325,257.738
5381,19,1901,0,1,21,0,0,1,1,2.145,3.678,53.325,257.738
5382,19,1901,1,0,24,1,0,1,1,2.145,3.678,53.325,257.738
5383,19,1901,0,1,30,1,1,1,1,2.145,3.678,53.325,257.738
5384,19,1901,0,0,39,0,0,1,1,2.145,3.678,53.325,257.738
5389,19,1902,1,0,22,0,1,1,1,1.647,4.942,49.423,223.504
5390,19,1902,1,0,31,1,0,1,1,1.647,4.942,49.423,223.504
5391,19,1902,1,1,41,1,1,1,1,1.647,4.942,49.423,223.504
5392,19,1902,1,1,21,0,0,1,1,1.647,4.942,49.423,223.504
5393,19,1902,0,1,28,0,0,1,1,1.647,4.942,49.423,223.504
5394,19,1902,1,0,34,0,0,1,1,1.647,4.942,49.423,223.504
5395,19,1902,0,1,26,1,0,1,1,1.647,4.942,49.423,223.504
5396,19,1902,1,0,31,1,0,1,1,1.647,4.942,49.423,223.504
5397,19,1902,0,0,28,0,0,1,1,1.647,4.942,49.423,223.504
5398,19,1902,0,0,33,1,1,1,1,1.647,4.942,49.423,223.504
5399,19,1902,1,0,22,1,0,1,1,1.647,4.942,49.423,223.504
5400,19,1902,0,0,25,1,0,1,1,1.647,4.942,49.423,223.504
5402,19,1902,1,0,31,1,0,1,1,1.647,4.942,49.423,223.504
5404,19,1902,1,0,23,1,1,1,1,1.647,4.942,49.423,223.504
5405,19,1902,1,0,29,0,0,1,1,1.647,4.942,49.423,223.504
5406,19,1902,1,0,40,1,1,1,1,1.647,4.942,49.423,223.504
5407,19,1902,0,0,35,1,1,1,1,1.647,4.942,49.423,223.504
5408,19,1902,1,0,26,1,0,1,1,1.647,4.942,49.423,223.504
5409,19,1902,0,1,31,0,1,1,1,1.647,4.942,49.423,223.504
5410,19,1902,0,0,25,1,0,1,1,1.647,4.942,49.423,223.504
5411,19,1902,1,1,25,1,0,1,1,1.647,4.942,49.423,223.504
5412,19,1902,0,1,32,1,0,1,1,1.647,4.942,49.423,223.504
5413,19,1903,1,0,24,1,1,1,1,1.466,3.91,35.191,166.178
5415,19,1903,0,0,30,1,0,1,1,1.466,3.91,35.191,166.178
5416,19,1903,0,1,44,0,0,1,1,1.466,3.91,35.191,166.178
5420,19,1903,1,0,30,1,0,1,1,1.466,3.91,35.191,166.178
5421,19,1903,1,1,28,1,1,1,1,1.466,3.91,35.191,166.178
5422,19,1903,0,1,18,0,0,0,1,1.466,3.91,35.191,166.178
5425,19,1903,0,0,31,1,1,1,1,1.466,3.91,35.191,166.178
5427,19,1903,0,0,22,0,0,1,1,1.466,3.91,35.191,166.178
5428,19,1903,0,1,22,0,0,1,1,1.466,3.91,35.191,166.178
5429,19,1903,0,0,17,0,0,1,1,1.466,3.91,35.191,166.178
5430,19,1903,0,1,26,0,0,1,1,1.466,3.91,35.191,166.178
5431,19,1903,1,0,34,0,0,1,1,1.466,3.91,35.191,166.178
5432,19,1903,1,1,35,0,0,1,1,1.466,3.91,35.191,166.178
5434,19,1903,1,1,30,1,1,1,1,1.466,3.91,35.191,166.178
5435,19,1903,1,1,35,1,1,1,1,1.466,3.91,35.191,166.178
5437,19,1903,1,1,34,0,0,1,1,1.466,3.91,35.191,166.178
5439,19,1903,0,1,25,1,0,1,1,1.466,3.91,35.191,166.178
5440,19,1903,0,1,28,1,0,1,1,1.466,3.91,35.191,166.178
5441,19,1903,0,1,39,1,1,1,1,1.466,3.91,35.191,166.178
5442,19,1903,1,1,31,0,0,1,1,1.466,3.91,35.191,166.178
5443,19,1903,0,1,35,0,1,0,1,1.466,3.91,35.191,166.178
5444,19,1903,1,0,39,1,0,1,1,1.466,3.91,35.191,166.178
5445,19,1903,1,1,37,1,0,1,1,1.466,3.91,35.191,166.178
5447,19,1904,0,1,38,1,0,1,0,1.006,4.022,46.254,138.26
5448,19,1904,0,1,22,1,0,0,1,1.006,4.022,46.254,138.26
5449,19,1904,0,1,17,0,0,1,1,1.006,4.022,46.254,138.26
5451,19,1904,1,1,30,0,0,1,1,1.006,4.022,46.254,138.26
5452,19,1904,0,1,44,0,0,1,1,1.006,4.022,46.254,138.26
5453,19,1904,0,1,41,0,0,1,1,1.006,4.022,46.254,138.26
5455,19,1904,1,0,24,1,1,1,1,1.006,4.022,46.254,138.26
5456,19,1904,0,1,31,0,0,1,1,1.006,4.022,46.254,138.26
5458,19,1904,0,1,32,0,0,0,1,1.006,4.022,46.254,138.26
5460,19,1904,0,1,24,1,0,1,1,1.006,4.022,46.254,138.26
5461,19,1904,0,1,37,0,1,0,1,1.006,4.022,46.254,138.26
5464,19,1904,1,1,24,1,0,1,1,1.006,4.022,46.254,138.26
5466,19,1904,1,0,23,0,0,1,1,1.006,4.022,46.254,138.26
5468,19,1904,1,0,40,0,0,1,1,1.006,4.022,46.254,138.26
5469,19,1904,1,1,27,1,1,1,1,1.006,4.022,46.254,138.26
5470,19,1904,0,1,23,0,0,1,1,1.006,4.022,46.254,138.26
5471,19,1904,1,1,39,1,0,1,1,1.006,4.022,46.254,138.26
5472,19,1904,0,0,30,0,1,1,1,1.006,4.022,46.254,138.26
5473,19,1904,1,0,33,1,1,1,1,1.006,4.022,46.254,138.26
5474,19,1904,0,1,22,1,0,1,1,1.006,4.022,46.254,138.26
